,id,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,avg_price_energy,avg_price_power,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_unknown,channel_sales_usilxuppasemubllopkaafesmlibmsdf
10,f53a254b1115634330c12c7fdbf7958a,2962,0,0,2011.09,2016.09,2011.09,2015.09,444.38,0,0.0,15.85,0.1457109999999999,0.0,44.31137796,0,0.0,12.82,12.82,1,42.59,4,13.2,0,0.049893861111111104,14.770458453333331,1,0,0,0,0,0,0,1
11,10c1b2f97a2d2a6f10299dc213d1a370,26064,0,2188,2010.05,2016.05,2015.04,2015.05,2738.1,2188,0.0,130.43,0.1157609999999999,0.099419,40.606701,0,219.59,33.42,33.42,1,329.6,6,31.5,0,0.10003891666666663,27.15259,0,0,1,0,0,1,0,0
12,d5e512dbc8118a830a7b8c7f61d89992,10831,0,3112,2011.07,2016.07,2011.07,2015.07,1204.58,3112,0.0,20.94,0.1646369999999999,0.087381,44.31137796,0,349.48,14.52,14.52,1,108.5,5,11.5,0,0.08442849999999998,14.780335153333333,1,0,0,0,0,0,0,1
13,6ee77a019251bcc304c88167e0dfcb4c,4442,0,2489,2009.11,2016.11,2009.11,2015.11,561.96,2489,0.0,20.5,0.1670859999999999,0.088444,46.30537836,0,308.41,21.09,21.09,1,18.41,6,10.392,0,0.0856491111111111,14.845767386666667,1,0,0,0,1,0,0,0
14,2c05848e1a577dd041ea6804bbf5bbf5,46121,1542867,5280,2011.09,2016.1,2013.1,2015.11,4502.43,5280,0.0,145.81,0.1152369999999999,0.100123,40.606701,1,523.68,5.52,5.52,2,533.46,4,16.5,0,0.09839975757575754,27.063726363636352,0,0,1,0,1,0,0,0
15,21860c2ff2d5df75503b230ce629c253,7726,0,0,2013.01,2017.01,2015.11,2016.01,914.1,0,0.0,74.66,0.162327,0.084428,44.31137796,0,0.0,33.12,33.12,1,89.02,3,13.2,0,0.08560566666666664,14.770458419999995,0,1,0,0,1,0,0,0
16,227254ed8be1393d5e37e6dc9c3f359b,55084,0,8709,2012.11,2016.1,2015.09,2015.11,1765.35,3513,0.0,0.0,0.098925,0.09135,58.99595196,0,290.91,-2.08,-2.08,1,140.26,3,10.0,0,0.0894142777777777,34.55014661333333,0,1,0,0,0,1,0,0
17,c5037389dd8be351d3c40f2973da2391,9707,0,0,2010.12,2016.12,2010.12,2015.12,1028.52,0,0.0,15.37,0.168242,0.089602,45.30837756,0,0.0,15.78,15.78,1,111.59,5,13.856,0,0.08360163888888883,14.755643419999993,1,0,0,0,0,0,1,0
18,e4773b60d2e68aac94795782abfc006b,47019,0,3161,2012.04,2016.04,2012.04,2015.04,1687.29,1080,0.0,16.08,0.144902,0.0,44.31137796,0,158.53,19.28,19.28,1,130.14,4,10.392,0,0.04968149999999997,14.79515012,0,1,0,0,0,1,0,0
19,bd14bbac3aca710ee5288fcd8511d4bb,786536,80583,85883,2010.02,2016.02,2010.02,2015.02,13517.5,23298,0.0,16.6,0.1640579999999999,0.086163,44.31137796,1,2585.38,25.68,25.68,2,1087.76,6,11.4,0,0.08481008333333329,14.755643419999993,0,0,1,0,0,0,1,0
20,4e4a34a6d91ff25d0fdf68733907ad44,30776,0,0,2011.08,2016.07,2014.07,2015.07,3045.16,0,0.0,118.24,0.1128599999999999,0.096521,40.606701,0,0.0,19.29,19.29,1,335.78,5,25.0,0,0.09710399999999997,27.09828466666666,0,0,1,0,1,0,0,0
21,f2b93783adecf0d0d8d60ab547bda3de,24838,0,2877,2011.05,2016.05,2011.05,2015.05,1088.35,798,0.0,141.79,0.115174,0.098837,40.606701,0,79.36,21.57,21.57,1,117.44,5,15.001,0,0.09948824999999993,27.10733566666666,0,1,0,0,0,0,1,0
22,47e976c5d7f1ee1fee6d60ca39fd0218,15411,0,0,2012.05,2016.05,2012.05,2015.05,194.42,0,0.0,18.31,0.1457109999999999,0.0,44.31137796,0,0.0,23.97,23.97,1,19.07,4,13.0,0,0.0499710833333333,14.790211786666667,0,0,1,0,1,0,0,0
23,db6ac41fb6972374f28bc6f8e43b9764,16782,0,1908,2009.1,2016.1,2009.1,2015.1,1686.67,1908,0.0,131.77,0.1152369999999999,0.100123,40.606701,1,189.79,6.6,6.6,2,203.35,6,19.8,0,0.10044738888888882,27.06208066666666,1,0,0,0,1,0,0,0
24,bee0c7e972180fbee50c2ea15b12965c,26987,0,4099,2011.03,2016.03,2011.03,2015.03,2761.95,4099,0.0,129.95,0.1186359999999999,0.10175,40.606701,0,413.68,47.35,47.35,1,316.53,5,35.0,0,0.10254283333333326,27.1254374,0,0,1,0,1,0,0,0
25,78014630fbac3e6aa980361d25cea748,20560,0,3804,2012.12,2016.12,2015.11,2016.01,3037.82,3804,0.0,0.0,0.142417,0.0,44.31137796,0,548.89,4.14,4.14,1,255.96,3,11.0,0,0.04922169696969697,14.76641797454545,0,0,1,0,0,0,0,1
26,050706fa01538720da274cbeb6e1f983,21097,0,0,2013.04,2016.04,2015.11,2015.04,2257.99,0,0.0,110.78,0.142881,0.086163,44.31137796,0,0.0,25.92,25.92,1,291.78,3,17.320999999999998,1,0.10101703333333323,27.15259,0,0,1,0,1,0,0,0
27,5789c446141a44a9b405db35682f6eb5,12157,0,0,2013.02,2016.02,2015.12,2015.03,1418.81,0,0.0,16.42,0.160302,0.082403,44.31137796,0,0.0,23.4,23.4,2,123.87,3,10.392,0,0.08368638888888887,14.790211753333333,1,0,0,0,1,0,0,0
28,ed5bc499fecb8eee257857fd286ebd65,13122,0,0,2009.12,2016.12,2015.11,2015.12,1932.42,0,0.0,19.51,0.143478,0.0,44.31137796,0,0.0,3.56,3.56,1,150.7,6,13.2,0,0.04903872222222223,14.76552012,1,0,0,0,0,0,1,0
29,389bbbe70248fbeecdf9bb1bd0d1da04,3584,0,322,2010.11,2016.11,2010.11,2015.11,379.83,322,0.0,145.98,0.1152369999999999,0.100123,41.1052014,0,32.61,57.72,57.72,1,38.76,5,23.1,1,0.10044386111111107,27.094696366666664,0,0,1,0,1,0,0,0
30,31615bef53242dfedeaf275214044ca1,2632,0,0,2010.07,2016.07,2010.07,2015.07,394.83,0,0.0,15.98,0.1457109999999999,0.0,44.31137796,0,0.0,14.64,14.64,1,38.62,6,10.392,0,0.0499324722222222,14.780335119999998,0,1,0,0,0,0,1,0
31,74ff037708f036de5745ce34d8d9d4df,4792,0,0,2011.12,2016.12,2015.11,2015.12,719.4,0,0.0,0.0,0.144039,0.0,45.80687796,0,0.0,19.42,19.42,1,60.0,4,12.5,0,0.0500031111111111,14.755643453333327,0,0,1,0,1,0,0,0
32,7287dad2f1f535d03435ea7c78b557c4,7950,0,1100,2009.1,2016.1,2009.1,2015.1,856.81,1100,0.0,132.16,0.1152369999999999,0.100123,40.9390266,0,113.82,20.0,20.0,1,94.01,6,15.01,0,0.10044738888888882,27.117636266666665,1,0,0,0,0,0,1,0
33,26c7bba7d51f86a16109de505bcd4f52,1856956,41883,164355,2010.09,2016.09,2010.09,2015.09,3074.16,0,0.0,99.05,0.1152369999999999,0.100123,40.606701,1,0.0,43.44,43.44,2,487.42,5,29.0,0,0.08410513888888883,22.54570013333333,0,1,0,0,0,1,0,0
34,44e826a55734d0ca5eeafcae0e991a75,324,0,0,2009.07,2016.07,2015.05,2015.07,8.32,0,0.0,1.08,0.14317,0.0,44.31137796,0,0.0,18.62,18.62,2,1.27,7,13.2,1,0.04915944444444443,14.780335153333333,0,1,0,0,1,0,0,0
35,4bffd9d74bfb770ef7763e8e4e88dfc3,2103,0,0,2011.12,2016.08,2015.08,2015.01,355.17,0,30.0,19.6,0.198096,0.0,46.30537836,0,0.0,27.96,27.96,2,19.0,4,10.392,0,0.05888844444444444,15.11860685333333,1,0,0,0,0,0,0,1
36,2d9d0546d83c60ed3d5728d744d65c40,19593,0,0,2012.07,2016.07,2013.1,2015.07,2886.5,0,0.0,17.55,0.143166,0.0,44.31137796,0,0.0,17.45,17.45,1,243.99,4,13.856,0,0.0490836111111111,14.780335119999998,0,0,1,0,0,0,0,1
37,79d29481ee261caf08387bcef9e4346d,41814,0,4159,2012.1,2016.1,2014.06,2015.1,4107.43,4159,0.0,129.97,0.1165089999999999,0.101397,40.606701,0,412.54,10.16,10.16,1,477.42,3,30.45,0,0.10099438888888883,27.15259,0,0,1,0,0,0,0,1
38,044d071a5dbc2668cddad4f2b28c91d1,37969,0,3407,2005.03,2016.03,2015.03,2015.03,3879.98,3407,0.0,130.68,0.114604,0.098262,40.606701,0,330.3,44.64,44.64,1,407.98,11,33.0,0,0.09921299999999993,27.1254374,0,1,0,0,0,0,1,0
39,af87b64523cf1f4f4a681e2cc44c8629,41214,0,3538,2011.11,2016.11,2015.11,2015.11,4294.49,3538,0.0,146.56,0.1153599999999999,0.100243,40.606701,0,352.08,3.72,3.72,1,505.47,4,19.8,0,0.10183724999999998,27.15259,0,0,1,0,1,0,0,0
40,9403f3f9ff06ec9e49db8255ede2b098,2012791,0,218619,2011.06,2016.06,2011.06,2015.06,547.35,346,0.0,16.12,0.144902,0.0,44.31137796,0,50.79,21.52,21.52,1,50.38,5,13.2,0,0.04962377777777773,14.78527348666667,1,0,0,0,0,1,0,0
41,51a7edcf29ed04830da6b3ee79f9e508,20429,0,0,2010.03,2016.03,2010.03,2015.03,869.54,0,0.0,120.45,0.120372,0.103487,40.606701,0,0.0,60.39,60.39,1,111.64,6,26.6,0,0.10384883333333327,27.1254374,1,0,0,0,0,1,0,0
42,d9260de11c54a215fa7363f603bbeaf6,5957,0,794,2010.06,2016.06,2010.06,2015.06,510.87,315,0.0,18.47,0.1457109999999999,0.0,44.31137796,0,46.17,24.4,24.4,1,50.71,6,15.0,0,0.04995177777777777,14.78527348666667,0,0,1,0,1,0,0,0
43,a853b52e3992aa2df0870fe42d843a65,6047,0,0,2011.11,2016.11,2011.11,2015.11,913.0,0,0.0,19.54,0.147506,0.0,45.80687796,0,0.0,17.13,17.13,1,86.43,4,10.392,0,0.05023463888888887,14.802248419999993,1,0,0,0,0,0,0,1
44,91607f6e0ed7143ab1a5b2abc20f1c00,1938393,0,312684,2012.09,2016.09,2012.09,2015.09,3426.48,3537,0.0,51.6,0.143166,0.0,44.31137796,0,513.03,11.95,11.95,1,279.26,3,13.85,0,0.0490456111111111,14.770458419999995,0,0,1,0,1,0,0,0
45,757ea31873662fe77d60e8c4f736a1ec,9141,0,1592,2012.03,2016.09,2015.09,2014.03,419.22,523,0.0,16.32,0.142881,0.0,46.30537836,0,74.39,29.5,29.5,1,30.9,4,13.856,0,0.0521690606060606,15.29819615636364,0,0,1,0,1,0,0,0
46,d53f9011d82ed1f4850d0d312d04468b,4259,0,0,2012.06,2016.07,2014.07,2015.07,632.17,0,0.0,16.74,0.144902,0.0,44.31137796,0,0.0,14.64,14.64,1,64.34,4,10.392,0,0.049276944444444394,14.785273453333334,0,1,0,1,0,0,0,0
47,af47b8ea9a596c200ee39128a95738f9,12199,0,0,2011.01,2016.02,2011.01,2015.03,1811.9,0,0.0,21.1,0.145877,0.0,44.31137796,0,0.0,23.4,23.4,1,156.21,5,10.392,0,0.04972160606060603,14.75564339272727,0,1,0,0,0,1,0,0
48,f8943edfeb1783f3793d3abc6305c1e3,13859,0,0,2011.03,2016.03,2011.03,2015.03,8.83,0,0.0,18.26,0.146694,0.0,44.31137796,0,0.0,30.22,30.22,1,0.88,5,13.2,0,0.0504033611111111,14.800088420000002,0,0,1,0,0,0,0,1
49,adfec8a906dfa5c6d836231e65825539,110534,0,7546,2012.04,2016.04,2012.04,2015.04,3485.92,2797,0.0,131.87,0.1169099999999999,0.100572,40.606701,0,272.68,32.1,32.1,1,416.74,4,26.61,0,0.1013564444444444,27.11638653333333,0,0,1,0,1,0,0,0
50,c6951b289531272a5d02c095db1fb55f,13332,0,0,2008.06,2016.04,2008.07,2015.04,1258.31,0,0.0,132.68,0.1001669999999999,0.091892,58.99595196,0,0.0,-1.3,-1.3,2,103.38,8,25.0,0,0.08770647222222216,30.59851659666667,0,1,0,0,0,1,0,0
51,34f2d4431b7db25cd660b098acf3d3a0,79090,0,3319,2009.08,2016.08,2015.07,2015.08,2690.38,2191,0.0,130.47,0.114025,0.097683,40.606701,0,201.4,12.36,12.36,1,311.76,6,19.8,0,0.09852011111111107,27.080182666666662,0,1,0,0,1,0,0,0
52,cdcc2c363d5b34232082cee78776e59e,5162,0,0,2010.11,2016.11,2010.11,2015.11,0.0,0,0.0,0.0,0.0006,0.0,0.0,0,0.0,24.33,24.33,1,80.3,5,13.86,0,0.00019999999999999998,0.0,0,0,1,0,0,0,1,0
53,b96aa3a8655203318c6b853dbdb0ceb7,88178,0,6094,2010.01,2016.02,2013.09,2015.02,9070.33,6094,0.0,145.41,0.115744,0.098858,40.606701,0,611.08,32.88,32.88,1,719.37,6,33.0,1,0.09927116666666663,27.13448826666666,0,0,1,0,1,0,0,0
54,54a77b7ec412ca7133750d2cb2a24096,22333,0,2237,2010.11,2016.11,2015.05,2015.11,2377.86,2237,0.0,143.04,0.1152369999999999,0.100123,40.606701,0,226.86,9.93,9.93,1,234.39,5,52.5,0,0.10047311111111107,27.15259,1,0,0,1,0,0,0,0
55,0f7487e3c557be9c77570e11ce572454,31653,0,124,2011.03,2016.03,2011.03,2015.03,82.03,124,0.0,129.6,0.120372,0.103487,40.606701,0,12.19,108.9,108.9,1,10.32,5,48.0,0,0.10384883333333327,27.1254374,0,0,1,0,1,0,0,0
56,17e84c1bc19211777dfbb1cca8af94fc,463646,0,40551,2013.06,2016.1,2013.1,2015.1,2858.82,0,0.0,117.54,0.1152369999999999,0.100123,40.606701,0,0.0,11.04,11.04,1,372.55,3,33.0,0,0.09871666666666662,27.071131666666663,0,0,1,0,1,0,0,0
57,b664719a6cbb1966d9987c3f6ec6d209,10602,0,951,2012.03,2016.03,2012.03,2015.03,1122.03,951,0.0,129.61,0.120372,0.103487,40.606701,0,98.66,36.22,36.22,1,137.56,4,20.0,0,0.10384883333333327,27.1254374,0,0,1,0,1,0,0,0
58,d8e589d515b7c905bb73eece1d8781d8,21553,0,0,2013.04,2016.04,2013.04,2015.04,3213.49,0,0.0,16.09,0.144149,0.0,44.31137796,0,0.0,19.28,19.28,1,301.91,3,10.392,1,0.049427388888888896,14.79515012,0,0,1,0,1,0,0,0
59,a20ef5d293e20e3d9e9f60cf2be3ce63,348859,0,53135,2010.12,2016.12,2010.12,2015.12,2767.31,2368,0.0,142.63,0.1165089999999999,0.101397,40.606701,0,218.34,4.46,4.46,1,364.43,5,100.0,0,0.1021746666666666,27.04397866666666,0,1,0,0,0,0,1,0
60,64c0ca2d8c32cd4985b6ab53f17f897f,10019,0,0,2012.11,2016.11,2012.11,2015.11,775.26,0,0.0,16.34,0.236794,0.0,44.31137796,0,0.0,-1.23,-1.23,1,335.8,3,13.2,0,0.08052513888888886,14.760581753333327,0,1,0,0,1,0,0,0
61,413f4bf21686876dd0d9a2bf0cc5ba1f,7314,0,1542,2012.05,2016.05,2012.05,2015.05,1094.82,1542,0.0,18.32,0.1457109999999999,0.0,44.31137796,0,226.96,27.69,27.69,1,111.5,4,15.0,0,0.0499710833333333,14.790211820000003,0,0,1,0,1,0,0,0
62,3bd97d79feb083b315baa9545c76c84d,1129316,0,79977,2011.12,2016.12,2011.12,2015.12,1346.17,1174,0.0,129.24,0.1165089999999999,0.101397,40.606701,0,117.71,2.46,2.46,1,172.91,4,19.72,1,0.1039076666666666,27.04397866666666,0,0,1,0,1,0,0,0
63,cb5171895e4a15e2c72cbbd7cf054cbf,11399,0,1105,2011.05,2016.04,2014.04,2015.04,2158.81,1105,24.0,14.44,0.186188,0.0,45.80687796,0,206.39,37.56,37.56,1,864.94,5,12.5,0,0.06313938888888887,15.253643486666666,0,0,1,0,1,0,0,0
64,b50576e9fd15d9fa7e550be0f19fbf9e,162691,0,18860,2011.01,2017.01,2011.01,2016.01,7603.69,9069,0.0,130.68,0.115744,0.098858,40.606701,0,836.8,16.32,16.32,1,677.58,5,16.4,0,0.09920911111111103,27.04397866666666,0,0,1,0,1,0,0,0
65,063acc614e176cf9edb486d267a90097,158223,188601,17754,2010.04,2016.04,2013.09,2015.04,5658.04,9471,0.0,129.26,0.114481,0.098142,40.606701,1,940.24,35.81,35.81,3,580.06,6,40.0,0,0.09915322222222213,27.11638653333333,0,0,1,0,0,0,1,0
66,cd2ac5886d344c93b3a2358e4604e1fe,84410,186857,7891,2011.12,2016.12,2014.11,2015.12,3166.13,3007,0.0,132.13,0.1165089999999999,0.101397,40.606701,1,302.49,0.7999999999999989,0.7999999999999989,4,396.63,4,17.25,0,0.09992249999999997,27.15259,1,0,0,0,0,0,0,1
67,78b67084b27f0d33429985d7a1fd6258,2887,0,0,2013.01,2017.01,2013.01,2016.01,436.45,0,0.0,14.91,0.146694,0.0,44.31137796,0,0.0,34.68,34.68,1,49.0,3,13.856,0,0.05021438888888887,14.755643453333327,1,0,0,0,0,1,0,0
68,ac9b40690cdc78263fecc452bd92c227,8647,0,829,2010.01,2016.01,2010.01,2015.01,399.54,389,0.0,129.6,0.1169,0.1000149999999999,40.606701,0,37.53,51.96,51.96,1,45.47,6,20.785,0,0.1002681666666666,27.0439788,0,0,1,0,0,0,1,0
69,4d4a8d5a884e49e2a8f7994b21a3cb18,10,0,0,2011.06,2016.06,2011.06,2015.06,1.52,0,0.0,6.67,0.1457109999999999,0.0,44.31137796,0,0.0,21.52,21.52,1,0.16,5,13.2,0,0.04995177777777777,14.785273453333334,1,0,0,0,0,1,0,0
70,d26bcf1a3e3f6252b9812903f402dcf1,5682,0,0,2011.03,2016.03,2011.03,2015.03,853.4,0,0.0,17.35,0.1458839999999999,0.0,44.31137796,0,0.0,23.76,23.76,1,82.52,5,10.392,0,0.04998827777777773,14.800088420000002,0,1,0,1,0,0,0,0
71,d44fcb35df8f88e9032ad52678d060a3,1017579,187578,120936,2011.06,2016.06,2011.06,2015.06,100.27,125,0.0,146.81,0.115174,0.098837,40.606701,1,11.86,47.0,47.0,2,14.59,5,29.7,0,0.0993588333333333,27.09828466666666,0,0,1,0,1,0,0,0
72,327e887296aa77019b4954c6bb0a8cc3,16605,227049,2000,2010.01,2016.02,2010.01,2015.02,1694.72,2000,0.0,132.19,0.1169,0.1000149999999999,40.606701,1,200.09,24.72,24.72,2,183.25,6,16.5,0,0.10043083333333329,27.13448826666666,1,0,0,0,1,0,0,0
73,6f062ee9f3f8b2a404078abb4cd85510,2502,0,0,2012.06,2016.06,2012.06,2015.06,375.75,0,0.0,19.51,0.1457109999999999,0.0,44.31137796,0,0.0,22.52,22.52,1,35.96,4,13.856,0,0.04995177777777777,14.785273453333334,0,1,0,0,0,1,0,0
74,d8fba21592000ae17ac964d93e827c05,179907,124659,30003,2004.06,2016.06,2004.06,2015.06,17385.87,30003,0.0,133.4,0.1100829999999999,0.093746,40.606701,1,2903.59,-3.16,-3.16,4,1166.47,12,37.29,0,0.09536049999999992,27.09828453333333,0,1,0,0,0,0,1,0
75,9cdfb70886ecb55f8a8620af8a99a722,92718,0,7895,2009.09,2016.09,2009.09,2015.09,8796.43,7895,0.0,145.77,0.113323,0.096984,40.606701,1,735.06,14.94,14.94,2,848.79,6,55.0,0,0.09903274999999993,27.071131666666663,0,0,1,0,1,0,0,0
76,d8711ce9aef0a42cf24b1e65da32fe3f,597,0,0,2009.12,2016.12,2015.11,2015.12,74.51,0,0.0,13.64,0.16304,0.084395,46.30537836,0,0.0,20.54,20.54,1,20.73,6,10.392,0,0.0846613055555555,14.755643486666663,1,0,0,0,1,0,0,0
77,215fcb61cd9905b5e605b292666975d9,64516,21201,3764,2013.03,2016.03,2014.06,2015.03,4766.96,3764,0.0,145.03,0.1186359999999999,0.10175,40.606701,1,376.57,22.44,22.44,2,530.16,3,15.001,1,0.1021614166666666,27.15259,0,1,0,0,1,0,0,0
78,33e5a46305e282aef856ef00fee02e2c,67923,14693,4898,2012.09,2016.02,2014.02,2015.02,6714.09,4898,0.0,147.79,0.112852,0.095965,40.606701,1,469.1,19.92,19.92,2,571.66,3,20.0,0,0.09620313888888887,27.04397866666666,0,0,1,0,1,0,0,0
79,270835591aad4b5231d23fb7bdcd3bcf,6383,0,1116,2010.01,2017.01,2015.11,2016.01,958.79,1116,0.0,16.26,0.145541,0.0,44.31137796,0,163.87,34.68,34.68,1,101.81,6,13.856,0,0.05008683333333333,14.755643453333327,1,0,0,0,0,0,1,0
80,d766f436878bdf7c211ad1546e4357e9,7042,0,0,2011.11,2016.11,2011.11,2015.11,1058.3,0,0.0,19.49,0.147506,0.0,45.80687796,0,0.0,22.89,22.89,1,102.08,4,13.856,0,0.05023463888888887,14.802248453333327,1,0,0,0,0,0,0,1
81,38ff1f75487719c54ba3d4a46f9ee244,19704,45795,1466,2010.12,2016.12,2014.11,2015.12,1991.63,1466,0.0,128.19,0.1165089999999999,0.101397,40.606701,1,147.9,60.84,60.84,3,66.87,5,25.0,0,0.1007261666666666,27.04397866666666,0,0,1,0,0,1,0,0
82,a29ad433a1585b364e5485ec55b6bbc3,15803,0,0,2010.01,2017.01,2010.01,2016.01,461.63,0,0.0,16.48,0.1458839999999999,0.0,44.31137796,0,0.0,37.56,37.56,1,45.07,6,15.0,0,0.0499796111111111,14.780335086666668,1,0,0,0,0,0,1,0
83,3143ff0dec9bb97876c726e42b5a66c6,3296,0,0,2012.05,2016.06,2014.06,2015.06,239.45,0,0.0,16.25,0.142881,0.086163,44.31137796,0,0.0,34.68,34.68,1,30.02,4,13.856,1,0.04983096969696967,14.798741610909092,0,1,0,1,0,0,0,0
84,237111445b27c435937f982ffcaef727,362296,0,0,2011.07,2016.04,2011.07,2014.12,32775.41,0,0.0,328.74,0.108925,0.092586,40.606701,0,0.0,-0.24,-0.24,1,2213.86,5,100.0,1,0.09374083333333329,27.10733566666666,0,0,1,0,0,1,0,0
85,be272db990d3604a49a54887dfa904f4,10930,0,3227,2009.07,2016.07,2009.07,2015.07,777.96,1578,0.0,16.68,0.165793,0.0885389999999999,44.31137796,0,217.04,14.57,14.57,1,59.82,7,10.35,0,0.0855374444444444,14.780335153333333,0,1,0,0,1,0,0,0
86,6187a71186583ed2457d182b00b632c5,15150,0,4700,2013.03,2016.03,2013.03,2015.03,1637.98,4700,0.0,10.37,0.1640579999999999,0.086163,44.31137796,0,494.42,29.76,29.76,1,134.5,3,14.49,0,0.08499322222222216,14.800088420000002,0,0,1,1,0,0,0,0
87,6ae7e4a3bdf96abb7783b342378ca5fc,3251,0,0,2010.09,2016.09,2010.09,2015.09,487.33,0,0.0,16.44,0.1457109999999999,0.0,44.31137796,0,0.0,10.08,10.08,1,47.33,5,10.392,0,0.049893861111111104,14.770458419999995,0,1,0,0,0,0,1,0
88,cfc1377e09c9866fae771bb4180f026a,4077,0,668,2010.07,2016.07,2015.05,2015.07,601.62,668,0.0,16.89,0.142822,0.0,44.31137796,0,96.52,15.5,15.5,1,59.37,6,11.0,0,0.04920730555555553,14.780335153333333,1,0,0,1,0,0,0,0
89,d4a84ff4ec620151ef05bdef0cf27eab,16163,0,1474,2009.08,2016.08,2009.08,2015.08,1739.46,1474,0.0,0.0,0.115174,0.098837,40.606701,0,155.19,12.9,12.9,1,181.75,6,20.7,0,0.09909999999999997,24.81746683333333,1,0,0,0,0,0,1,0
90,1d4a665170914d996d3fb78069495516,51558,0,0,2012.1,2016.11,2015.11,2015.1,3469.21,0,0.0,17.27,0.159815,0.081173,44.31137796,0,0.0,4.83,4.83,2,122.17,3,10.35,1,0.08336224999999997,14.790211753333333,0,1,0,0,1,0,0,0
